Symbol,Direction,Entry Time,Exit Time,Entry Price,Exit Price,Size,PnL,Reason,Balance,Risk_Dollars,R_Multiple,Streak_Len_Exit,Risk_At_Entry,Entry_Trend_Regime,Entry_Vol_Regime,Entry_Hour,Entry_DayOfWeek,Entry_Prob_Up,Entry_Prob_Down,Entry_Prob_Margin,Entry_Prob_Entropy,Entry_Mom_Rank,Entry_Vol_Rank,Entry_Vol_Intensity,Entry_Asset_DD
NG=F,SHORT,2024-10-17 07:00:00+00:00,2024-10-17 10:00:00+00:00,2.3510000705718994,2.3679286411830356,17972.113415776905,-313.2282476982155,SL,101157.7144488663,304.24219099032706,-1.0295358664051106,-3,304.2421909903293,BEAR,LOW,7,3,0.4745324,0.39617544,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.9662775493767818,-0.1926510582731208
NG=F,LONG,2024-10-17 10:00:00+00:00,2024-10-17 12:00:00+00:00,2.371000051498413,2.4012143441608975,20078.874968319615,596.6295671420818,TP,101754.34401600838,303.3345023131208,1.9669030808971526,1,303.3345023131196,BEAR,LOW,10,3,0.5004116,0.3802501,0.0,0.0,0.03333333333333333,0.9666666666666667,-1.1002729526216664,-0.17097897256427275
NG=F,LONG,2024-10-17 12:00:00+00:00,2024-10-17 13:00:00+00:00,2.4010000228881836,2.382999999182565,16959.991017960194,-313.760235879342,SL,101440.58378012905,305.2802403703619,-1.0277777411950813,-1,305.280240370364,BEAR,LOW,12,3,0.4782598,0.42217416,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.7888920035627568,-0.1554695470784876
CL=F,SHORT,2024-10-17 13:00:00+00:00,2024-10-17 17:00:00+00:00,70.7300033569336,69.54500198364258,512.8068097320296,607.4203703605737,TP,102048.00415048962,303.8383868827198,1.9991561191214298,1,303.8383868827198,RANGE,LOW,13,3,0.43858987,0.4523159,0.0,0.0,0.36666666666666664,0.9,-2.1605676131264895,-0.0893523236207121
CL=F,LONG,2024-10-17 17:00:00+00:00,2024-10-18 13:00:00+00:00,70.30999755859375,69.57178333827427,413.11571688358106,-305.17445469937655,SL,101742.82969579025,304.96789684093477,-1.000677310171272,-1,304.967896840934,RANGE,LOW,17,3,0.49966958,0.33173656,0.0,0.0,0.4,0.9,-2.019385139425845,-0.0947598916423601
CL=F,LONG,2024-10-18 13:00:00+00:00,2024-10-18 14:00:00+00:00,69.63999938964844,69.02821377345494,499.05333510371224,-305.5631787973981,SL,101437.26651699285,305.3136521298463,-1.000817279757427,-2,305.3136521298453,RANGE,NORMAL,13,4,0.46214303,0.42695227,0.0,0.0,0.06666666666666667,0.9,-0.9697266889455897,-0.10338610748812271
NG=F,SHORT,2024-10-18 14:00:00+00:00,2024-10-20 23:00:00+00:00,2.2730000019073486,2.259000062942505,10845.55243289055,146.41429588403508,TimeExit,101583.68081287689,304.449970910475,0.4809141398377369,1,304.44997091047566,BEAR,LOW,14,4,0.44898286,0.43416238,0.0,0.0,0.03333333333333333,0.9666666666666667,0.41426980650122996,-0.17882944569486914
NG=F,SHORT,2024-10-20 23:00:00+00:00,2024-10-21 09:00:00+00:00,2.259000062942505,2.291892886161804,9265.465257736309,-309.40004339614813,SL,101274.28076948074,304.76731076728,-1.0152008842982694,-1,304.76731076728,BEAR,NORMAL,23,6,0.4371062,0.39166284,0.0,0.0,0.03333333333333333,0.9666666666666667,0.7733974091677366,-0.1838872273184291
CL=F,SHORT,2024-10-21 09:00:00+00:00,2024-10-21 11:00:00+00:00,70.41999816894531,70.87321281433105,335.41318512947896,-152.18187434872385,SL,101122.09889513202,152.0141677561591,-1.00110323001494,-2,304.0283355123182,BEAR,HIGH,9,0,0.37330264,0.39167014,0.0,0.0,0.13333333333333333,0.9333333333333333,-0.07952424511442892,-0.07354300500171485
NG=F,SHORT,2024-10-21 11:00:00+00:00,2024-10-21 13:00:00+00:00,2.3239998817443848,2.2708569935389926,11419.795822588643,601.1710348169382,TP,101723.26992994896,303.4404663641163,1.9811828066977637,1,303.44046636411554,BEAR,NORMAL,11,0,0.4926632,0.41937888,0.0,0.0,0.06666666666666667,0.9666666666666667,1.0746728401879824,-0.15336977098960825
CL=F,SHORT,2024-10-21 13:00:00+00:00,2024-10-21 17:00:00+00:00,70.4800033569336,70.98678861345563,600.5019906083295,-304.62580634773985,SL,101418.64412360122,304.3255553524357,-1.000986611180111,-1,304.3255553524394,RANGE,NORMAL,13,0,0.44165516,0.41727945,0.0,0.0,0.36666666666666664,0.9,-0.7511116416324712,-0.07275356695011825
NG=F,SHORT,2024-10-21 17:00:00+00:00,2024-10-21 20:00:00+00:00,2.302999973297119,2.3431785702705383,7580.536559461877,-308.3655915446194,SL,101110.2785320566,304.5753232648885,-1.0124444365324847,-2,304.5753232648885,RANGE,NORMAL,17,0,0.46133026,0.3686549,0.0,0.0,0.9666666666666667,0.9666666666666667,2.512822854784338,-0.14987084560703445
NG=F,SHORT,2024-10-21 20:00:00+00:00,2024-10-22 12:00:00+00:00,2.365999937057495,2.2774999141693115,6843.460643345105,602.2246932487529,TP,101712.50322530535,302.8232117852127,1.9887005678940508,1,302.8232117852127,RANGE,NORMAL,20,0,0.49036562,0.32910982,0.0,0.0,1.0,1.0,2.719176991387317,-0.12661504598072404
BTC-USD,LONG,2024-10-22 12:00:00+00:00,2024-10-23 08:00:00+00:00,66967.359375,66485.00139508929,0.6321273529342961,-304.91198907136805,SL,101407.59123623399,304.9116730076916,-1.0000010365745375,-1,304.91167300769416,BEAR,LOW,12,1,0.44438934,0.4189187,0.0,0.0,0.1,0.9,-0.6762407342006307,-0.03238255683205493
ETH-USD,SHORT,2024-10-23 08:00:00+00:00,2024-10-23 16:00:00+00:00,2573.321044921875,2517.850027901786,10.965776612421873,608.2772982178438,TP,102015.86853445183,304.14139055307754,1.9999819725677546,1,304.1413905530753,BEAR,NORMAL,8,2,0.406146,0.44225794,0.0,0.0,0.03333333333333333,0.9333333333333333,-0.5407396258624907,-0.06283165540291225
NG=F,LONG,2024-10-23 16:00:00+00:00,2024-10-23 18:00:00+00:00,2.299999952316284,2.4060713052749634,2894.3305156013666,305.5583884416278,TP,102321.42692289346,153.50277684971425,1.9905723838519382,2,307.0055536994285,RANGE,HIGH,16,2,0.4752198,0.39137426,0.0,0.0,0.1,1.0,2.8865500446483896,-0.1500370006943743
NG=F,LONG,2024-10-23 18:00:00+00:00,2024-10-24 18:00:00+00:00,2.4200000762939453,2.5417143276759555,2523.037049306928,305.8280471408152,TP,102627.25497003428,153.54478283273434,1.9917840352411862,3,307.08956566546897,RANGE,HIGH,18,2,0.46946236,0.3894372,0.0,0.0,1.0,1.0,5.075967568214714,-0.10569105834320947
CL=F,SHORT,2024-10-24 18:00:00+00:00,2024-10-25 12:00:00+00:00,70.30999755859375,71.06535748073033,203.80199104225855,-154.04575708048097,SL,102473.20921295379,153.94385608495983,-1.0006619360987352,-1,307.88771216992046,RANGE,HIGH,18,3,0.406149,0.39066285,0.0,0.0,0.03333333333333333,0.9666666666666667,0.3134965520628185,-0.07499019099382176
ETH-USD,SHORT,2024-10-25 13:00:00+00:00,2024-10-25 17:00:00+00:00,2550.425048828125,2496.5883265904017,11.420443699429137,614.8335450558736,TP,103088.04275800967,307.4196276388591,1.999981425317933,1,307.41962763886136,RANGE,NORMAL,13,4,0.4266028,0.4515212,0.0,0.0,0.9,0.9666666666666667,-0.4325819576309027,-0.07117006416827965
NG=F,LONG,2024-10-25 17:00:00+00:00,2024-10-25 18:00:00+00:00,2.568000078201294,2.5203215139252797,6492.865494634925,-312.81693756878377,SL,102775.22582044089,309.57050482146633,-1.0104868929589714,-1,309.5705048214651,RANGE,NORMAL,17,4,0.46233967,0.38457742,0.0,0.0,1.0,1.0,0.12030047021292335,-0.0034923651003666567
NG=F,LONG,2024-10-25 18:00:00+00:00,2024-10-28 00:00:00+00:00,2.5299999713897705,2.4839999675750732,5925.013183715049,-275.51313564488134,TimeExit,102499.712684796,308.5239395271028,-0.8930040763357957,-2,308.5239395271021,RANGE,NORMAL,18,4,0.50980645,0.34639883,0.0,0.0,0.9666666666666667,1.0,0.3972299183033736,-0.01594715138494207
CL=F,SHORT,2024-10-28 00:00:00+00:00,2024-10-28 13:00:00+00:00,68.8499984741211,66.97285515921456,163.81702085941998,307.42611706373464,TP,102807.13880185974,153.75401278708216,1.9994672756245842,1,307.50802557416364,RANGE,HIGH,0,0,0.37389433,0.3503109,0.0,0.0,0.03333333333333333,1.0,3.6297831899659214,-0.07135151010354535
CL=F,LONG,2024-10-28 13:00:00+00:00,2024-10-29 15:00:00+00:00,67.83000183105469,66.9032175881522,166.16619177936175,-154.08329134011464,SL,102653.05551051963,154.00020824422495,-1.0005394998931296,-1,308.0004164884493,BEAR,HIGH,13,0,0.44505933,0.43918338,0.0,0.0,0.06666666666666667,1.0,3.045222383491997,-0.06312154141586179
NG=F,SHORT,2024-10-29 15:00:00+00:00,2024-10-29 17:00:00+00:00,2.2679998874664307,2.3132141658238004,6813.610131868529,-311.4792701868323,SL,102341.5762403328,308.072465120898,-1.0110584536160911,-2,308.07246512089716,BEAR,NORMAL,15,1,0.40635732,0.47173384,0.0,0.0,0.03333333333333333,1.0,0.7351727967651053,-0.11785305329707563
NG=F,SHORT,2024-10-29 17:00:00+00:00,2024-10-30 07:00:00+00:00,2.3519999980926514,2.399571427277156,3218.761132120729,-154.7304478245783,SL,102186.84579250822,153.12106725851794,-1.0105105103750565,-3,306.2421345170362,BEAR,HIGH,17,1,0.44476885,0.42790964,0.0,0.0,0.9333333333333333,1.0,1.577999066676587,-0.08518089951032848
CL=F,LONG,2024-10-30 08:00:00+00:00,2024-10-31 12:00:00+00:00,67.80000305175781,69.27642985752651,415.2735999911834,612.9134379550546,TP,102799.75923046327,306.56053737752217,1.9993226890787512,1,306.56053737752467,BEAR,NORMAL,8,2,0.43036732,0.38563713,0.0,0.0,0.23333333333333334,0.9,-0.3644658631051424,-0.06353588918747266
NG=F,SHORT,2024-10-31 12:00:00+00:00,2024-10-31 13:00:00+00:00,2.7869999408721924,2.8082141961370195,14537.599505088125,-315.67314659130795,SL,102484.08608387197,308.4043468387639,-1.0235690573983518,-1,308.4043468387648,RANGE,LOW,12,3,0.43255988,0.4714741,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.6492442938814419,-0.03262759448815311
NG=F,LONG,2024-10-31 13:00:00+00:00,2024-10-31 14:00:00+00:00,2.765000104904175,2.739285843712943,12030.629610712596,-315.37406691018964,SL,102168.71201696178,309.35875210483334,-1.0194444629881292,-2,309.3587521048318,RANGE,LOW,13,3,0.47890204,0.44133365,0.0,0.0,0.1,0.9333333333333333,-0.6475023930747398,-0.040263774858715684
NG=F,LONG,2024-10-31 14:00:00+00:00,2024-10-31 15:00:00+00:00,2.744999885559082,2.7137141908918108,9804.174585877847,-311.632499851334,SL,101857.07951711045,306.7304125583951,-1.0159817451815465,-3,306.73041255839445,RANGE,LOW,14,3,0.4563128,0.45204955,0.0,0.0,0.06666666666666667,0.9333333333333333,-0.6566032516560206,-0.04720588490862554
NG=F,SHORT,2024-10-31 15:00:00+00:00,2024-11-01 15:00:00+00:00,2.7200000286102295,2.647357225418091,8418.475436738929,607.3324166105102,TP,102464.41193372097,305.7708271644398,1.9862340114084664,1,305.7708271644398,RANGE,LOW,15,3,0.4257627,0.47018293,0.0,0.0,0.06666666666666667,0.9333333333333333,-0.6285281847694913,-0.055883377648899835
NG=F,SHORT,2024-11-01 15:00:00+00:00,2024-11-04 00:00:00+00:00,2.6540000438690186,2.584571497780936,8850.483370706117,610.050950919525,TP,103074.4628846405,307.23809630243903,1.9855967025619214,2,307.23809630243846,BEAR,LOW,15,4,0.44873604,0.43544087,0.0,0.0,0.03333333333333333,0.9333333333333333,-0.5137731881353222,-0.07879208427157369
NG=F,SHORT,2024-11-04 00:00:00+00:00,2024-11-04 10:00:00+00:00,2.5889999866485596,2.6393571325710843,6138.534579646795,-312.188348867561,SL,102762.27453577293,309.1190815777376,-1.0099290774097733,-1,309.1190815777368,BEAR,NORMAL,0,0,0.36427203,0.40575758,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.31567977113484824,-0.10135371435617468
NG=F,SHORT,2024-11-04 10:00:00+00:00,2024-11-04 14:00:00+00:00,2.630000114440918,2.657535799912044,11202.493828261957,-314.0695934613818,SL,102448.20494231155,308.46834654725086,-1.0181582550586692,-2,308.46834654725154,BEAR,NORMAL,10,0,0.45660776,0.41055453,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.3015069356734717,-0.08712250047377523
NG=F,SHORT,2024-11-04 14:00:00+00:00,2024-11-04 15:00:00+00:00,2.680999994277954,2.712178553853716,9832.809798188888,-311.4892509890618,SL,102136.71569132249,306.57284608996736,-1.0160366613083915,-3,306.5728460899693,BEAR,NORMAL,14,0,0.43889734,0.44906726,0.0,0.0,0.16666666666666666,1.0,-0.2723099245338862,-0.06942035569966043
NG=F,LONG,2024-11-04 15:00:00+00:00,2024-11-05 16:00:00+00:00,2.750999927520752,2.70953563281468,3681.2362166363064,-154.48048147759124,SL,101982.2352098449,152.6398633692731,-1.0120585675831304,-4,305.2797267385476,BEAR,HIGH,15,0,0.5112228,0.38231808,0.0,0.0,1.0,1.0,-0.1411114267193334,-0.04512326016920187
NG=F,SHORT,2024-11-05 16:00:00+00:00,2024-11-06 17:00:00+00:00,2.7330000400543213,2.7777857525008067,6837.255562852799,-309.62998934248475,SL,101672.60522050242,306.21136156105837,-1.0111642747806557,-5,306.21136156105706,RANGE,NORMAL,16,1,0.423928,0.454588,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.40424969733330524,-0.05137105163197975
NG=F,SHORT,2024-11-06 17:00:00+00:00,2024-11-07 14:00:00+00:00,2.755000114440918,2.6600715773446217,6436.324725549908,607.7727281103981,TP,102280.37794861282,305.4954452365851,1.9894657599222803,1,305.4954452365859,RANGE,NORMAL,17,2,0.47930673,0.4056786,0.0,0.0,0.6333333333333333,0.8666666666666667,-0.4224246212090289,-0.04373478850592405
NG=F,SHORT,2024-11-07 15:00:00+00:00,2024-11-08 14:00:00+00:00,2.7009999752044678,2.741285707269396,7616.6205283623485,-310.6494441100181,SL,101969.7285045028,306.84113384583696,-1.0124113420402576,-1,306.84113384583844,RANGE,NORMAL,15,3,0.4575369,0.42508727,0.0,0.0,0.06666666666666667,0.9666666666666667,-0.337734874600925,-0.0624783284052437
NG=F,SHORT,2024-11-08 14:00:00+00:00,2024-11-08 17:00:00+00:00,2.7290000915527344,2.661714400563921,9101.529034273368,607.8519056086936,TP,102577.58041011149,306.20133506291313,1.9851379991005016,1,306.20133506291427,RANGE,NORMAL,14,4,0.42378616,0.46028534,0.0,0.0,0.8333333333333334,1.0,-0.3783908604354169,-0.052759440539764446
NG=F,SHORT,2024-11-08 17:00:00+00:00,2024-11-11 00:00:00+00:00,2.6489999294281006,2.6934641855103627,6929.016339292471,-311.5580650781251,SL,102266.02234503337,308.09355690847883,-1.0112449874135971,-1,308.0935569084802,BEAR,NORMAL,17,4,0.4130876,0.4293802,0.0,0.0,0.03333333333333333,1.0,-0.26434790889196585,-0.08052763247292449
NG=F,SHORT,2024-11-11 01:00:00+00:00,2024-11-11 13:00:00+00:00,2.8239998817443848,2.8871069976261685,2430.772368125762,-154.61441970161326,SL,102111.40792533176,153.39903351755038,-1.007923036776655,-2,306.79806703510013,RANGE,HIGH,1,0,0.41196328,0.33495703,0.0,0.0,0.9333333333333333,0.9666666666666667,0.27212181711660416,-0.019784852269031483
GC=F,SHORT,2024-11-11 13:00:00+00:00,2024-11-12 05:00:00+00:00,2642.0,2616.949968610491,12.234894680192939,306.4783783388304,TP,102417.88630367059,153.24224789308525,1.999960079890342,1,306.4844957861689,BEAR,HIGH,13,0,0.38333046,0.41931376,0.0,0.0,0.06666666666666667,0.8666666666666667,0.2163272709285378,-0.056529673987746665
CL=F,LONG,2024-11-12 09:00:00+00:00,2024-11-12 12:00:00+00:00,68.5199966430664,68.16963740757534,876.9674887558141,-307.6921426553879,SL,102110.1941610152,307.25365891101,-1.0014271066646756,-1,307.25365891101177,BEAR,LOW,9,1,0.4206535,0.39854786,0.0,0.0,0.06666666666666667,0.8666666666666667,-1.3577355954610497,-0.05619837350973278
ETH-USD,SHORT,2024-11-12 16:00:00+00:00,2024-11-13 23:00:00+00:00,3257.353759765625,3189.45458984375,1.795937682370625,121.94177989554025,TimeExit,102232.13594091074,153.1652912415228,0.7961449941243743,1,306.3305824830456,RANGE,HIGH,16,1,0.42764613,0.44183618,0.0,0.0,0.9,1.0,0.26513129846978906,-0.047559011971721965
ETH-USD,LONG,2024-11-13 23:00:00+00:00,2024-11-14 15:00:00+00:00,3189.45458984375,3108.953604561942,1.9049233338138247,-153.34915771998618,SL,102078.78678319075,153.34820525831927,-1.0000062111041033,-1,306.69641051663876,BEAR,HIGH,23,2,0.40082988,0.48769593,0.0,0.0,0.03333333333333333,1.0,0.8481814074476824,-0.06741253641401157
CL=F,LONG,2024-11-14 15:00:00+00:00,2024-11-14 17:00:00+00:00,68.80000305175781,68.26000458853585,566.8398278909735,-306.376055868073,SL,101772.41072732268,306.09263595412756,-1.0009259285610124,-2,306.09263595412534,RANGE,NORMAL,15,3,0.4862642,0.35017124,0.0,0.0,1.0,0.9,-0.859947237614611,-0.052341535843390186
BTC-USD,SHORT,2024-11-14 17:00:00+00:00,2024-11-15 19:00:00+00:00,89237.53125,90760.14508928571,0.10026674730224416,-152.66758719593378,SL,101619.74314012675,152.66753706256011,-1.0000003283826715,-3,305.335074125121,RANGE,HIGH,17,3,0.40932712,0.44559735,0.0,0.0,0.1,0.9666666666666667,0.3266138674801476,-0.039057700769012715
BTC-USD,SHORT,2024-11-15 19:00:00+00:00,2024-11-15 21:00:00+00:00,90370.234375,91764.51785714286,0.21873350628757712,-304.97662417471224,SL,101314.76651595204,304.9765148079591,-1.0000003586071313,-4,304.9765148079596,RANGE,NORMAL,19,4,0.445215,0.4139293,0.0,0.0,1.0,0.9666666666666667,-0.4499156685501786,-0.02686034019620298
ETH-USD,SHORT,2024-11-15 21:00:00+00:00,2024-11-18 00:00:00+00:00,3090.48681640625,3105.103271484375,5.836852913215153,-85.31701683008892,TimeExit,101229.44949912195,304.00762469075994,-0.28064104285829794,-1,304.00762469075994,BEAR,NORMAL,21,4,0.47755098,0.37436667,0.0,0.0,0.5,1.0,-0.5330587241449648,-0.09635043228521512
ETH-USD,SHORT,2024-11-18 00:00:00+00:00,2024-11-18 16:00:00+00:00,3105.103271484375,3157.2768990652903,5.820725361326662,-303.69126761532664,SL,100925.75823150662,303.688357252646,-1.0000095833857676,-2,303.68835725264523,BEAR,NORMAL,0,0,0.44313267,0.3893285,0.0,0.0,0.4666666666666667,0.9666666666666667,-0.5382179577083887,-0.09207662233308944
RTY=F,SHORT,2024-11-19 09:00:00+00:00,2024-11-19 12:00:00+00:00,2292.0,2302.1142229352677,29.93579206552276,-302.7922425905468,SL,100622.96598891608,302.777274694514,-1.000049435335092,-3,302.77727469451986,BEAR,NORMAL,9,1,0.3348278,0.43558466,0.0,0.0,0.03333333333333333,0.8666666666666667,0.18138624435873973,-0.06586244343999459
NQ=F,SHORT,2024-11-19 13:00:00+00:00,2024-11-19 14:00:00+00:00,20422.25,20516.29464285714,3.2098468216344633,-301.87050289015406,SL,100321.09548602592,301.86889796674325,-1.0000053166239438,-4,301.86889796674825,RANGE,NORMAL,13,1,0.3284611,0.4908334,0.0,0.0,0.3333333333333333,0.8333333333333334,1.6011242397452863,-0.04242275050405586
ETH-USD,LONG,2024-11-19 19:00:00+00:00,2024-11-19 21:00:00+00:00,3123.5458984375,3089.974295479911,8.964817284366257,-300.9677688667194,SL,100020.12771715921,300.9632864580772,-1.000014893539657,-5,300.9632864580778,RANGE,NORMAL,19,1,0.47107697,0.36492053,0.0,0.0,0.03333333333333333,0.9666666666666667,-1.2058275443915678,-0.0866840505915617
ETH-USD,SHORT,2024-11-19 21:00:00+00:00,2024-11-20 14:00:00+00:00,3098.822265625,3137.0848475864955,7.848355822091803,-300.30228208367885,SL,99719.82543507553,300.2983579057678,-1.0000130675969674,-6,300.2983579057683,RANGE,NORMAL,21,1,0.43970898,0.39924443,0.0,0.0,0.03333333333333333,0.9333333333333333,-1.3233175409959883,-0.09391317060746085
ETH-USD,SHORT,2024-11-20 15:00:00+00:00,2024-11-20 18:00:00+00:00,3132.149169921875,3061.0123291015625,8.41081703532171,598.3147472019355,TP,100318.14018227746,299.1594763052266,1.99998594258631,1,299.1594763052266,BEAR,LOW,15,2,0.4215523,0.42677486,0.0,0.0,0.6,0.9333333333333333,-1.390090610954401,-0.08416847844399022
ETH-USD,SHORT,2024-11-20 18:00:00+00:00,2024-11-21 08:00:00+00:00,3052.5517578125,3092.543430873326,7.530765558529454,-301.1716794972186,SL,100016.96850278025,301.1679141144393,-1.0000125026027102,-1,301.1679141144378,BEAR,NORMAL,18,2,0.47177476,0.3988442,0.0,0.0,0.03333333333333333,0.9666666666666667,-1.0844774717037517,-0.10744253567730777
ETH-USD,SHORT,2024-11-21 08:00:00+00:00,2024-11-21 12:00:00+00:00,3145.41015625,3194.741463797433,6.058151525238935,-298.8595651362747,SL,99718.10893764398,298.85653606051204,-1.0000101355513336,-2,298.8565360605124,BEAR,NORMAL,8,3,0.38234663,0.40216923,0.0,0.0,0.9,0.9333333333333333,-0.42625039512036295,-0.08029100370464914
ETH-USD,SHORT,2024-11-21 12:00:00+00:00,2024-11-21 13:00:00+00:00,3291.510498046875,3358.406406947545,2.222823610367896,-148.69891715323402,SL,99569.41002049074,148.69780574142882,-1.0000074742986265,-3,297.39561148285674,RANGE,HIGH,12,3,0.42855942,0.4482286,0.0,0.0,0.9666666666666667,0.9666666666666667,0.6979632036126062,-0.03757167870806144
ETH-USD,LONG,2024-11-21 13:00:00+00:00,2024-11-21 15:00:00+00:00,3346.631591796875,3273.663330078125,2.047374751496273,-149.39440039091653,SL,99420.01562009983,149.39337670354078,-1.0000068522942471,-4,298.78675340708156,RANGE,HIGH,13,3,0.45333427,0.42978448,0.0,0.0,0.9666666666666667,0.9666666666666667,0.7771744475549183,-0.021454427446955915
NG=F,SHORT,2024-11-22 09:00:00+00:00,2024-11-22 13:00:00+00:00,3.378000020980835,3.2082856723240445,1757.4238667554498,297.38133492692157,TP,99717.39695502675,149.13002343014963,1.9941077462930241,1,298.2600468602995,RANGE,HIGH,9,4,0.39025018,0.43373168,0.0,0.0,0.8,1.0,1.2081567596163814,-0.03705811854025298
NG=F,SHORT,2024-11-22 13:00:00+00:00,2024-11-25 00:00:00+00:00,3.1659998893737793,3.261571364743369,1566.250641081369,-150.47200988725257,SL,99566.9249451395,149.6888845667119,-1.0052316865264077,-1,299.3777691334241,RANGE,HIGH,13,4,0.42969754,0.46764174,0.0,0.0,0.03333333333333333,1.0,1.6242634660794415,-0.09749145315584518
NG=F,SHORT,2024-11-25 00:00:00+00:00,2024-11-26 07:00:00+00:00,3.4140000343322754,3.3299999237060547,1298.417743404412,108.41802521331626,TimeExit,99675.34297035282,148.993449853496,0.7276697419914955,1,297.9868997069917,BEAR,HIGH,0,0,0.35909382,0.35742402,0.0,0.0,0.8,1.0,4.990064051052322,-0.026795856736256174
NG=F,SHORT,2024-11-26 07:00:00+00:00,2024-11-26 11:00:00+00:00,3.3299999237060547,3.385071345738002,5429.821230405203,-301.7428871528759,SL,99373.60008319994,299.0279765376733,-1.0090791191066384,-1,299.02797653767357,RANGE,NORMAL,7,1,0.3571338,0.42626202,0.0,0.0,0.16666666666666666,0.9666666666666667,-0.22358420727905182,-0.0507411569336651
ETH-USD,LONG,2024-11-26 11:00:00+00:00,2024-11-26 18:00:00+00:00,3324.398193359375,3266.8488246372767,2.583984663799287,-148.70797818156421,SL,99224.89210501837,148.70668618923233,-1.0000086881926091,-2,297.4133723784644,RANGE,HIGH,11,1,0.43662697,0.45853135,0.0,0.0,0.06666666666666667,0.9666666666666667,0.3219676666461389,-0.05694443357492751
BTC-USD,SHORT,2024-11-26 18:00:00+00:00,2024-11-27 14:00:00+00:00,92647.296875,94231.62583705357,0.09399937564358998,-148.92598024677991,SL,99075.96612477158,148.9259332470921,-1.0000003155910242,-3,297.85186649418534,BEAR,HIGH,18,1,0.41913936,0.41588777,0.0,0.0,0.06666666666666667,0.9666666666666667,0.00015063212014917367,-0.06753675624447086
BTC-USD,LONG,2024-11-27 14:00:00+00:00,2024-12-02 00:00:00+00:00,94927.296875,97538.0859375,0.09949115132199025,259.75035994140893,TimeExit,99335.71648471299,148.5158602928261,1.74897387679177,1,297.031720585653,BEAR,HIGH,14,2,0.44304955,0.4340923,0.0,0.0,0.6333333333333333,0.9333333333333333,0.6585709749441289,-0.04458933880787752
NG=F,LONG,2024-12-02 00:00:00+00:00,2024-12-02 05:00:00+00:00,3.1989998817443848,3.166321277618408,9119.335344146071,-302.5668172754487,SL,99033.14966743754,298.0071496033757,-1.0153005311387382,-1,298.0071496033757,BEAR,LOW,0,0,0.46682623,0.31810656,0.0,0.0,0.03333333333333333,0.9333333333333333,-1.1689546931630457,-0.08808438549920217
NG=F,LONG,2024-12-02 05:00:00+00:00,2024-12-02 14:00:00+00:00,3.1640000343322754,3.2122143507003784,12322.050618725445,587.9382215256455,TP,99621.08788896319,297.0496234175041,1.9792592724458589,1,297.0496234175041,BEAR,LOW,5,0,0.49105763,0.4011252,0.0,0.0,0.03333333333333333,0.9333333333333333,-1.1867524477401765,-0.09806153727791489
NG=F,LONG,2024-12-02 14:00:00+00:00,2024-12-02 16:00:00+00:00,3.2279999256134033,3.191142771925245,8125.024553873883,-303.527790979125,SL,99317.56009798407,299.465278702188,-1.013565887486332,-1,299.4652787021896,BEAR,LOW,14,0,0.49616793,0.41635603,0.0,0.0,0.8666666666666667,0.9333333333333333,-1.1034501465226123,-0.07981755405094793
CL=F,SHORT,2024-12-02 16:00:00+00:00,2024-12-03 06:00:00+00:00,67.7699966430664,68.30999837602887,552.5007997934229,-298.6276397514935,SL,99018.93245823258,298.3513893515968,-1.0009259229544634,-2,298.3513893516002,BEAR,NORMAL,16,0,0.40379274,0.41851556,0.0,0.0,0.2,0.9,0.02313613406112656,-0.05004205043571186
NG=F,LONG,2024-12-03 06:00:00+00:00,2024-12-03 12:00:00+00:00,3.1760001182556152,3.134321527821677,7127.343424716905,-300.6212991931574,SL,98718.31115903943,297.057627480799,-1.0119965669374666,-3,297.0576274807981,RANGE,NORMAL,6,1,0.46717873,0.40027657,0.0,0.0,0.9,0.9666666666666667,-0.7978676231673825,-0.09464076068849958
NG=F,SHORT,2024-12-03 12:00:00+00:00,2024-12-03 13:00:00+00:00,3.122999906539917,3.1489284890038625,11413.024435668447,-301.6300574610883,SL,98416.68110157833,295.92354524325407,-1.0192837383491855,-4,295.9235452432563,RANGE,NORMAL,12,1,0.45194173,0.45057628,0.0,0.0,0.03333333333333333,0.9666666666666667,-0.9699996391012143,-0.10974914531558455
BTC-USD,SHORT,2024-12-03 13:00:00+00:00,2024-12-03 14:00:00+00:00,93722.0859375,94434.27706473214,0.41574015851787843,-296.0866600005977,SL,98120.59444157773,296.08645213051847,-1.0000007020587323,-5,296.0864521305176,BEAR,NORMAL,13,1,0.41899034,0.47596267,0.0,0.0,0.06666666666666667,0.9666666666666667,-0.5431169402100813,-0.05671937322979004
NG=F,SHORT,2024-12-03 14:00:00+00:00,2024-12-04 09:00:00+00:00,3.0950000286102295,3.0298571416309903,9006.430024398514,582.2016381536198,TP,98702.79607973136,293.3524265829095,1.984649129837941,1,293.35242658291,BEAR,LOW,14,1,0.41084728,0.47296563,0.0,0.0,0.03333333333333333,0.9333333333333333,-1.0746133860747809,-0.11773086673855471
